Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Goodreads_Link,Goodreads_Rating,Number_of_Ratings
Killer Elite: Completely Revised and Updated,The Inside Story of America's Most Secret Special Operations Team,Michael Smith,https://www.audible.com/pd/Killer-Elite-Completely-Revised-and-Updated-Audiobook/B073ZLTNK9?qid=1632673505&sr=1-23&ref=a_special-p_c3_lProduct_1_23&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/51KeBM5wp0L._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/33386643-killer-elite?from_search=true&from_srp=true&qid=0JNCZsEH70&rank=1,3.89,1498
Smoke Gets in Your Eyes,And Other Lessons from the Crematory,Caitlin Doughty,https://www.audible.com/pd/Smoke-Gets-in-Your-Eyes-Audiobook/B00NP724GS?qid=1632673505&sr=1-24&ref=a_special-p_c3_lProduct_1_24&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/51A29+YJDRL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/25189315-smoke-gets-in-your-eyes-other-lessons-from-the-crematory?from_search=true&from_srp=true&qid=GLcvI7sAub&rank=1,4.16,68425
Atomic Accidents,A History of Nuclear Meltdowns and Disasters; From the Ozark Mountains to Fukushima,James Mahaffey,https://www.audible.com/pd/Atomic-Accidents-Audiobook/B00I2U1NLA?qid=1632673505&sr=1-25&ref=a_special-p_c3_lProduct_1_25&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/51bpZKcAJRL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/20579068-atomic-accidents?from_search=true&from_srp=true&qid=TYT9oDgUrL&rank=3,4.22,2224
Battle Hymn of the Tiger Mother,,Amy Chua,https://www.audible.com/pd/Battle-Hymn-of-the-Tiger-Mother-Audiobook/B004HCGLK0?qid=1632673505&sr=1-26&ref=a_special-p_c3_lProduct_1_26&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/41nQc4d4qUL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/9160695-battle-hymn-of-the-tiger-mother?from_search=true&from_srp=true&qid=deBE1mpxh6&rank=1,3.64,52415
The English and Their History,,Robert Tombs,https://www.audible.com/pd/The-English-and-Their-History-Audiobook/B01GSO475A?qid=1632673505&sr=1-27&ref=a_special-p_c3_lProduct_1_27&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/61EfBZZ2SXL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/23569457-the-english-and-their-history?from_search=true&from_srp=true&qid=8gWobyRqhL&rank=1,4.22,1973
80/20 Running,Run Stronger and Race Faster by Training Slower,"Matt Fitzgerald, Robert Johnson",https://www.audible.com/pd/80-20-Running-Audiobook/B071YCSYXK?qid=1632673505&sr=1-28&ref=a_special-p_c3_lProduct_1_28&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/61pgHC06PtL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/20821042-80-20-running?from_search=true&from_srp=true&qid=3rvgkmIYYD&rank=1,3.95,3049
Countdown to Zero Day,Stuxnet and the Launch of the World's First Digital Weapon,Kim Zetter,https://www.audible.com/pd/Countdown-to-Zero-Day-Audiobook/B00P30Z5F2?qid=1632673505&sr=1-29&ref=a_special-p_c3_lProduct_1_29&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/61+GGMtOMVL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/18465875-countdown-to-zero-day?from_search=true&from_srp=true&qid=pixy4WLtcS&rank=1,4.15,5599
The Pleasure of Finding Things Out,The Best Short Works of Richard P. Feynman,Richard P. Feynman,https://www.audible.com/pd/The-Pleasure-of-Finding-Things-Out-Audiobook/B00BSU83HI?qid=1632673505&sr=1-30&ref=a_special-p_c3_lProduct_1_30&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/51RutqkgGvS._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/10260.The_Pleasure_of_Finding_Things_Out?from_search=true&from_srp=true&qid=9BpA6DQFjv&rank=1,4.24,11216
Where the Water Goes,Life and Death Along the Colorado River,David Owen,https://www.audible.com/pd/Where-the-Water-Goes-Audiobook/B06Y5S39WG?qid=1632673505&sr=1-31&ref=a_special-p_c3_lProduct_1_31&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/61Xr4fX7pLL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/31544566-where-the-water-goes?from_search=true&from_srp=true&qid=iPRGrT4O68&rank=1,3.93,1528
Gathering Moss,A Natural and Cultural History of Mosses,Robin Wall Kimmerer,https://www.audible.com/pd/Gathering-Moss-Audiobook/1977376150?qid=1632673505&sr=1-32&ref=a_special-p_c3_lProduct_1_32&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/51sz6Frwg7L._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/87040.Gathering_Moss?from_search=true&from_srp=true&qid=nbUV55yLrN&rank=1,4.41,4612
A Little History of Religion,,Richard Holloway,https://www.audible.com/pd/A-Little-History-of-Religion-Audiobook/B01GEQPR2E?qid=1632673505&sr=1-33&ref=a_special-p_c3_lProduct_1_33&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/41u0BZaFNTL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/28819132-a-little-history-of-religion?from_search=true&from_srp=true&qid=UepEU5zozQ&rank=1,4.21,2365
How Rome Fell,Death of a Superpower,Adrian Goldsworthy,https://www.audible.com/pd/How-Rome-Fell-Audiobook/B00R4VL8SQ?qid=1632673505&sr=1-34&ref=a_special-p_c3_lProduct_1_34&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/611OzNEjLwL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/5599860-how-rome-fell?from_search=true&from_srp=true&qid=rH8WtSQUjy&rank=1,3.98,2304
The Westies,Inside New York's Irish Mob,T. J. English,https://www.audible.com/pd/The-Westies-Audiobook/B071JW7NC7?qid=1632673505&sr=1-35&ref=a_special-p_c3_lProduct_1_35&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/61dG6x+2+rL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/40669501-the-westies?from_search=true&from_srp=true&qid=1Esl3suBtJ&rank=1,4.02,3007
Consciousness Explained,,Daniel C. Dennett,https://www.audible.com/pd/Consciousness-Explained-Audiobook/B00HWZE4EE?qid=1632673505&sr=1-36&ref=a_special-p_c3_lProduct_1_36&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/51BLoA3CmcL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/2069.Consciousness_Explained?from_search=true&from_srp=true&qid=7rDo9pEU6x&rank=1,3.88,7605
A Universe from Nothing,Why There Is Something Rather Than Nothing,Lawrence M. Krauss,https://www.audible.com/pd/A-Universe-from-Nothing-Audiobook/B006U0X9QG?qid=1632673505&sr=1-37&ref=a_special-p_c3_lProduct_1_37&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/51zcKCOLSGL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/11337189-a-universe-from-nothing?from_search=true&from_srp=true&qid=Q65wxijOWq&rank=1,3.93,25877
American Baby,"A Mother, a Child, and the Shadow History of Adoption",Gabrielle Glaser,https://www.audible.com/pd/American-Baby-Audiobook/0593212681?qid=1632673505&sr=1-38&ref=a_special-p_c3_lProduct_1_38&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/41Pu8QSHLGL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/48710835-american-baby?from_search=true&from_srp=true&qid=fXZ4C2SYJ2&rank=1,4.36,1741
Wabi Sabi,Japanese Wisdom for a Perfectly Imperfect Life,Beth Kempton,https://www.audible.com/pd/Wabi-Sabi-Audiobook/0063083353?qid=1632673505&sr=1-39&ref=a_special-p_c3_lProduct_1_39&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/51SpdBKw9FL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/39692401-wabi-sabi?from_search=true&from_srp=true&qid=GmfJf7j2ga&rank=1,3.91,2505
Bella Figura,"How to Live, Love, and Eat the Italian Way",Kamin Mohammadi,https://www.audible.com/pd/Bella-Figura-Audiobook/B07CT41P55?qid=1632673505&sr=1-40&ref=a_special-p_c3_lProduct_1_40&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/413dJQJAddL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/36076549-bella-figura?from_search=true&from_srp=true&qid=ootPrmZM9Z&rank=1,3.66,2522
The Icarus Deception,How High Will You Fly?,Seth Godin,https://www.audible.com/pd/The-Icarus-Deception-Audiobook/B00AED6QWE?qid=1632673505&sr=1-41&ref=a_special-p_c3_lProduct_1_41&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/51gqdh3cb1L._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/15843041-the-icarus-deception?from_search=true&from_srp=true&qid=BH0n2MJHHW&rank=3,3.97,13798
World War II at Sea,A Global History,Craig L. Symonds,https://www.audible.com/pd/World-War-II-at-Sea-Audiobook/1684415454?qid=1632673505&sr=1-42&ref=a_special-p_c3_lProduct_1_42&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/51Q3uDTuuzL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/36198001-world-war-ii-at-sea?from_search=true&from_srp=true&qid=YNYc4DvhXC&rank=1,4.59,742
Dreamland,An Autobiography,"Bob Lazar, George Knapp - foreword",https://www.audible.com/pd/Dreamland-Audiobook/1630156078?qid=1632673505&sr=1-43&ref=a_special-p_c3_lProduct_1_43&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/51gtJBHyxnL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/43822273-dreamland?from_search=true&from_srp=true&qid=Q3P2Ga7qcF&rank=1,3.93,517
The Harvard Psychedelic Club,"How Timothy Leary, Ram Dass, Huston Smith, and Andrew Weil Killed the Fifties and Ushered in a New Age for America",Don Lattin,https://www.audible.com/pd/The-Harvard-Psychedelic-Club-Audiobook/B075KNG2BD?qid=1632673505&sr=1-44&ref=a_special-p_c3_lProduct_1_44&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/51rAyOsKhNL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/6919981-the-harvard-psychedelic-club?from_search=true&from_srp=true&qid=Fe6LJclAYT&rank=1,3.91,1566
Mycophilia,Revelations From the Weird World of Mushrooms,Eugenia Bone,https://www.audible.com/pd/Mycophilia-Audiobook/B00P1TFBY0?qid=1632673505&sr=1-45&ref=a_special-p_c3_lProduct_1_45&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/51xNZJLxv5L._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/11986513-mycophilia?from_search=true&from_srp=true&qid=Ey9gJrqRur&rank=1,3.83,1043
Just Do the Damn Thing,"How to Sit Your @ss Down Long Enough to Exert Willpower, Develop Self Discipline, Stop Procrastinating, Increase Productivity, & Get Sh!t Done",Reese Owen,https://www.audible.com/pd/Just-Do-the-Damn-Thing-Audiobook/B07MDDHRS8?qid=1632673505&sr=1-46&ref=a_special-p_c3_lProduct_1_46&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/61uLGu2KHCS._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/43077970-just-do-the-damn-thing?from_search=true&from_srp=true&qid=8rznnRiU4t&rank=1,3.36,39
We Fed an Island,"The True Story of Rebuilding Puerto Rico, One Meal at a Time",José Andrés,https://www.audible.com/pd/We-Fed-an-Island-Audiobook/B07DVWGDHS?qid=1632673505&sr=1-47&ref=a_special-p_c3_lProduct_1_47&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/61LnnNKtR+L._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/38739584-we-fed-an-island?from_search=true&from_srp=true&qid=8oM7678WUz&rank=1,3.9,1918
Survival of the Friendliest,Understanding Our Origins and Rediscovering Our Common Humanity,"Brian Hare, Vanessa Woods",https://www.audible.com/pd/Survival-of-the-Friendliest-Audiobook/0593209826?qid=1632673505&sr=1-48&ref=a_special-p_c3_lProduct_1_48&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/518iFghAJoL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/48635421-survival-of-the-friendliest?from_search=true&from_srp=true&qid=gSVOMlCRlz&rank=1,4.13,331
For Small Creatures Such as We,Rituals for Finding Meaning in Our Unlikely World,Sasha Sagan,https://www.audible.com/pd/For-Small-Creatures-Such-as-We-Audiobook/0593107128?qid=1632673505&sr=1-49&ref=a_special-p_c3_lProduct_1_49&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/5144upozW7L._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/43983938-for-small-creatures-such-as-we?from_search=true&from_srp=true&qid=6UDHEjVk3L&rank=3,4.12,2080
Thirteen Days in September,"Carter, Begin, and Sadat at Camp David",Lawrence Wright,https://www.audible.com/pd/Thirteen-Days-in-September-Audiobook/B00NI6U3ZK?qid=1632673505&sr=1-50&ref=a_special-p_c3_lProduct_1_50&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4RMAE1RFNXSMAPDSKJKB,https://m.media-amazon.com/images/I/51NzJblUopL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/21965079-thirteen-days-in-september?from_search=true&from_srp=true&qid=Mu7PfiqAhr&rank=1,4.16,2621
The Lost Painting,The Quest for a Caravaggio Masterpiece,Jonathan Harr,https://www.audible.com/pd/The-Lost-Painting-Audiobook/B002UZKTLI?qid=1632673530&sr=1-51&ref=a_special-p_c3_lProduct_2_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=FXNP72G4R1SEXTTGW0JR,https://m.media-amazon.com/images/I/51zhiCWpzAL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/27398.The_Lost_Painting?from_search=true&from_srp=true&qid=yAy5kgGapQ&rank=1,3.8,29151
The Man Who Wasn't There,Investigations into the Strange New Science of the Self,Anil Ananthaswamy,https://www.audible.com/pd/The-Man-Who-Wasnt-There-Audiobook/B00XRPO9NE?qid=1632673530&sr=1-52&ref=a_special-p_c3_lProduct_2_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=FXNP72G4R1SEXTTGW0JR,https://m.media-amazon.com/images/I/41Ox3VPNFWL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/23398718-the-man-who-wasn-t-there?from_search=true&from_srp=true&qid=izUHlvymmi&rank=1,3.75,1249
Twilight of the Gods,A Journey to the End of Classic Rock,Steven Hyden,https://www.audible.com/pd/Twilight-of-the-Gods-Audiobook/B07BKB4DCM?qid=1632673530&sr=1-53&ref=a_special-p_c3_lProduct_2_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=FXNP72G4R1SEXTTGW0JR,https://m.media-amazon.com/images/I/51iNHELUuEL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/35068687-twilight-of-the-gods?from_search=true&from_srp=true&qid=LLddKy4bq8&rank=1,3.93,1618
The Will to Climb,Obsession and Commitment and the Quest to Climb Annapurna - the World's Deadliest Peak,"David Roberts, Ed Viesturs",https://www.audible.com/pd/The-Will-to-Climb-Audiobook/B005S1AGLE?qid=1632673530&sr=1-54&ref=a_special-p_c3_lProduct_2_4&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=FXNP72G4R1SEXTTGW0JR,https://m.media-amazon.com/images/I/51mU2ngfuML._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/10349208-the-will-to-climb?from_search=true&from_srp=true&qid=S5qqlv1PQd&rank=1,3.98,1064
No Man’s Land,"1918, the Last Year of the Great War",John Toland,https://www.audible.com/pd/No-Mans-Land-Audiobook/B075SHFM3V?qid=1632673530&sr=1-55&ref=a_special-p_c3_lProduct_2_5&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=FXNP72G4R1SEXTTGW0JR,https://m.media-amazon.com/images/I/51fwewbWAML._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/428816.No_Man_s_Land?from_search=true&from_srp=true&qid=dFe84sWwiv&rank=1,4.05,415
The Bonobo and the Atheist,,Frans de Waal,https://www.audible.com/pd/The-Bonobo-and-the-Atheist-Audiobook/B00CYLX2S0?qid=1632673530&sr=1-56&ref=a_special-p_c3_lProduct_2_6&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=FXNP72G4R1SEXTTGW0JR,https://m.media-amazon.com/images/I/51r1wp+ivEL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/4487598-the-bonobo-and-the-atheist?from_search=true&from_srp=true&qid=jtQYEICJQb&rank=1,4.12,4328
October 1964,,David Halberstam,https://www.audible.com/pd/October-1964-Audiobook/0525643621?qid=1632673530&sr=1-57&ref=a_special-p_c3_lProduct_2_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=FXNP72G4R1SEXTTGW0JR,https://m.media-amazon.com/images/I/51kdIbxxwFL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/75418.October_1964?from_search=true&from_srp=true&qid=EmZsHGXHvH&rank=1,4.16,5016
Queer Eye,Love Yourself. Love Your Life.,"Antoni Porowski, Tan France, Jonathan Van Ness, Bobby Berk, Karamo Brown",https://www.audible.com/pd/Queer-Eye-Audiobook/1984889060?qid=1632673530&sr=1-58&ref=a_special-p_c3_lProduct_2_8&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=FXNP72G4R1SEXTTGW0JR,https://m.media-amazon.com/images/I/51SNV7rTwML._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/41016993-queer-eye?from_search=true&from_srp=true&qid=CsE3sZh5zt&rank=1,4.02,2717
Seinfeldia,How a Show About Nothing Changed Everything,Jennifer Keishin Armstrong,https://www.audible.com/pd/Seinfeldia-Audiobook/B01HIHQZTC?qid=1632673530&sr=1-59&ref=a_special-p_c3_lProduct_2_9&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=FXNP72G4R1SEXTTGW0JR,https://m.media-amazon.com/images/I/41ns86eE+CL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/27171845-seinfeldia?from_search=true&from_srp=true&qid=mFj92rv12v&rank=1,3.69,7726
Crash Test Girl,An Unlikely Experiment in Using the Scientific Method to Answer Life’s Toughest Questions,Kari Byron,https://www.audible.com/pd/Crash-Test-Girl-Audiobook/B079Y9D1N1?qid=1632673530&sr=1-60&ref=a_special-p_c3_lProduct_2_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=FXNP72G4R1SEXTTGW0JR,https://m.media-amazon.com/images/I/61-GHiGK1xL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/35068849-crash-test-girl?from_search=true&from_srp=true&qid=sIsotFix09&rank=1,3.92,780
Cozy,The Art of Arranging Yourself in the World,Isabel Gillies,https://www.audible.com/pd/Cozy-Audiobook/0062893823?qid=1632673530&sr=1-61&ref=a_special-p_c3_lProduct_2_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=FXNP72G4R1SEXTTGW0JR,https://m.media-amazon.com/images/I/51T0USL-8HL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/38739559-cozy?from_search=true&from_srp=true&qid=a0NnYR1nJI&rank=1,3.23,950
Dirty Wars,The World Is a Battlefield,Jeremy Scahill,https://www.audible.com/pd/Dirty-Wars-Audiobook/B00C7WR0FW?qid=1632673530&sr=1-62&ref=a_special-p_c3_lProduct_2_12&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=FXNP72G4R1SEXTTGW0JR,https://m.media-amazon.com/images/I/61PyAcQpgPL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/15814204-dirty-wars?from_search=true&from_srp=true&qid=e8ZBFYqJLa&rank=1,4.04,4874
Notes on a Nervous Planet,,Matt Haig,https://www.audible.com/pd/Notes-on-a-Nervous-Planet-Audiobook/B07L9D6FZG?qid=1632673530&sr=1-63&ref=a_special-p_c3_lProduct_2_13&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=FXNP72G4R1SEXTTGW0JR,https://m.media-amazon.com/images/I/41v6IGEprxL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/40404801-notes-on-a-nervous-planet?from_search=true&from_srp=true&qid=EsDPWHf6XT&rank=1,4.01,35226
Beauty in the Broken Places,,"Allison Pataki, Lee Woodruff, David Levy",https://www.audible.com/pd/Beauty-in-the-Broken-Places-Audiobook/B07BYKLPFW?qid=1632673530&sr=1-64&ref=a_special-p_c3_lProduct_2_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=FXNP72G4R1SEXTTGW0JR,https://m.media-amazon.com/images/I/51Mt5GJgBjL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/56397305-beauty-in-the-broken-places?from_search=true&from_srp=true&qid=6bI3AhK2YF&rank=1,4.0,2655
Belichick and Brady,"Two Men, the Patriots, and How They Revolutionized Football",Michael Holley,https://www.audible.com/pd/Belichick-and-Brady-Audiobook/B01LZKY28H?qid=1632673530&sr=1-65&ref=a_special-p_c3_lProduct_2_15&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=FXNP72G4R1SEXTTGW0JR,https://m.media-amazon.com/images/I/61ki5Qh9SSL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/28925592-belichick-and-brady?from_search=true&from_srp=true&qid=4Twe69RhuG&rank=1,4.03,841
Norco '80,The True Story of the Most Spectacular Bank Robbery in American History,Peter Houlahan,https://www.audible.com/pd/Norco-80-Audiobook/1684572517?qid=1632673530&sr=1-66&ref=a_special-p_c3_lProduct_2_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=FXNP72G4R1SEXTTGW0JR,https://m.media-amazon.com/images/I/51Wx+-Wg4iL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/43192297-norco-80?from_search=true&from_srp=true&qid=hj0DIr2kZS&rank=1,3.94,1923
Burn the Ice,The American Culinary Revolution and Its End,Kevin Alexander,https://www.audible.com/pd/Burn-the-Ice-Audiobook/1984888889?qid=1632673530&sr=1-67&ref=a_special-p_c3_lProduct_2_17&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=FXNP72G4R1SEXTTGW0JR,https://m.media-amazon.com/images/I/51tO3GO8gVL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/42505353-burn-the-ice?from_search=true&from_srp=true&qid=Kyhk4XgvIL&rank=1,3.86,307
A Speck in the Sea,A Story of Survival and Rescue,"John Aldridge, Anthony Sosinski",https://www.audible.com/pd/A-Speck-in-the-Sea-Audiobook/B071NL8SF9?qid=1632673530&sr=1-68&ref=a_special-p_c3_lProduct_2_18&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=FXNP72G4R1SEXTTGW0JR,https://m.media-amazon.com/images/I/61A3fOKXpOL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/33160596-a-speck-in-the-sea?from_search=true&from_srp=true&qid=xQqBQ7G0X7&rank=1,3.86,880
Naked Money,A Revealing Look at What It Is and Why It Matters,Charles Wheelan,https://www.audible.com/pd/Naked-Money-Audiobook/B01CYWPUJW?qid=1632673530&sr=1-69&ref=a_special-p_c3_lProduct_2_19&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=FXNP72G4R1SEXTTGW0JR,https://m.media-amazon.com/images/I/41IlSWuA8SL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/30231790-naked-money?from_search=true&from_srp=true&qid=juQV1td8K9&rank=1,4.32,1454
What She Ate,Six Remarkable Women and the Food That Tells Their Stories,Laura Shapiro,https://www.audible.com/pd/What-She-Ate-Audiobook/B073FYK5FK?qid=1632673530&sr=1-70&ref=a_special-p_c3_lProduct_2_20&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=FXNP72G4R1SEXTTGW0JR,https://m.media-amazon.com/images/I/51IueJYE7YL._SL500_.jpg,Nonfiction,https://www.goodreads.com/book/show/32969710-what-she-ate?from_search=true&from_srp=true&qid=4ARHcNuUxj&rank=1,3.26,4202
