Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Goodreads_Link,Amazon_Link,Goodreads_Rating,Number_of_Ratings,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
The Tribes,A Novel,Mari Howes,https://www.audible.com/pd/The-Tribes-Audiobook/B08K3J3294?ref=a_ep_vital-_c10_lProduct_1_7&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51kDZ2ZXP1L._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/56241864-the-tribes?from_search=true&from_srp=true&qid=DguMYCfKZx&rank=1,https://www.amazon.com/The-Tribes-A-Novel/dp/B08K3MB8WX/ref=sr_1_1?dchild=1&keywords=The+Tribes+Mari+Howes&qid=1633878336&s=audible&sr=1-1&tag=listenerslist-20,4.2,323,,,,,,,,
The Good Girl,,Mary Kubica,https://www.audible.com/pd/The-Good-Girl-Audiobook/B00LFW89E6?ref=a_ep_vital-_c10_lProduct_1_8&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/5196pTMapmL._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/18812405-the-good-girl?from_search=true&from_srp=true&qid=pUKkQ16C49&rank=3,https://www.amazon.com/The-Good-Girl-Mary-Kubica-audiobook/dp/B00LFVU0AS/ref=sr_1_1?dchild=1&keywords=The+Good+Girl+Mary+Kubica&qid=1633878338&s=audible&sr=1-1&tag=listenerslist-20,3.82,214334,,,,,,,,
My Sister's Grave,"Tracy Crosswhite, Book 1",Robert Dugoni,https://www.audible.com/pd/My-Sisters-Grave-Audiobook/B00O9GCZOA?ref=a_ep_vital-_c10_lProduct_1_9&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/61dBpcVioHL._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/22341263-my-sister-s-grave?from_search=true&from_srp=true&qid=ZsuDvcrE4I&rank=1,https://www.amazon.com/My-Sisters-Grave-Robert-Dugoni-audiobook/dp/B00O92WHX8/ref=sr_1_1?dchild=1&keywords=My+Sister-s+Grave+Robert+Dugoni&qid=1633878340&s=audible&sr=1-1&tag=listenerslist-20,4.05,138552,,,,,,,,
A Small Town,,Thomas Perry,https://www.audible.com/pd/A-Small-Town-Audiobook/1684577691?ref=a_ep_vital-_c10_lProduct_1_10&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51E-BmF8Q6L._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/48845905-a-small-town?from_search=true&from_srp=true&qid=hfzTWQhv5U&rank=1,https://www.amazon.com/A-Small-Town-Thomas-Perry-audiobook/dp/B082BGJG6D/ref=sr_1_1?dchild=1&keywords=A+Small+Town+Thomas+Perry&qid=1633878342&s=audible&sr=1-1&tag=listenerslist-20,3.86,2918,,,,,,,,
The Cipher,"Nina Guerrera, Book 1",Isabella Maldonado,https://www.audible.com/pd/The-Cipher-Audiobook/1713507250?ref=a_ep_vital-_c10_lProduct_1_11&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51QwbPRwBqL._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/53966623-the-cipher?from_search=true&from_srp=true&qid=4ARstGFHBf&rank=1,https://www.amazon.com/Cipher-Nina-Guerrera-Book/dp/B086L3GJVP/ref=sr_1_1?dchild=1&keywords=The+Cipher+Isabella+Maldonado&qid=1633878344&s=audible&sr=1-1&tag=listenerslist-20,4.16,20345,,,,,,,,
The Silent Wife,"The Will Trent Series, Book 10",Karin Slaughter,https://www.audible.com/pd/The-Silent-Wife-Audiobook/1504780221?ref=a_ep_vital-_c10_lProduct_1_12&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/41IhT0oopaL._SL500_.jpg,"Mysteries & Thrillers, $6 Titles",https://www.goodreads.com/book/show/53065750-the-silent-wife?from_search=true&from_srp=true&qid=7qEFVWh2Go&rank=1,https://www.amazon.com/Silent-Wife-Will-Trent-Book/dp/B084GYMGKK/ref=sr_1_1?dchild=1&keywords=The+Silent+Wife+Karin+Slaughter&qid=1633878347&s=audible&sr=1-1&tag=listenerslist-20,4.25,28282,,,,,,,,
Gunmetal Gray,,Mark Greaney,https://www.audible.com/pd/Gunmetal-Gray-Audiobook/B01N6DLACM?ref=a_ep_vital-_c10_lProduct_1_13&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/5142SoQtLoL._SL500_.jpg,"Mysteries & Thrillers, $6 Titles",https://www.goodreads.com/book/show/30189669-gunmetal-gray?from_search=true&from_srp=true&qid=EZ1RKuwRQ9&rank=1,https://www.amazon.com/Gunmetal-Gray-Mark-Greaney-audiobook/dp/B01N9ECL3G/ref=sr_1_1?dchild=1&keywords=Gunmetal+Gray+Mark+Greaney&qid=1633878349&s=audible&sr=1-1&tag=listenerslist-20,4.44,10437,,,,,,,,
Mean Streak,,Sandra Brown,https://www.audible.com/pd/Mean-Streak-Audiobook/B00L89P0C0?ref=a_ep_vital-_c10_lProduct_1_14&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51ZapcqKL5L._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/20454672-mean-streak?from_search=true&from_srp=true&qid=zSrM70JNMu&rank=5,https://www.amazon.com/Mean-Streak-Sandra-Brown-audiobook/dp/B00L8A3Y3Q/ref=sr_1_1?dchild=1&keywords=Mean+Streak+Sandra+Brown&qid=1633878351&s=audible&sr=1-1&tag=listenerslist-20,4.07,46732,,,,,,,,
"The Black Echo: Harry Bosch Series, Book 1",,Michael Connelly,https://www.audible.com/pd/The-Black-Echo-Harry-Bosch-Series-Book-1-Audiobook/B002VACGL8?ref=a_ep_vital-_c10_lProduct_1_15&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51NnUb3HV2L._SL500_.jpg,"Mysteries & Thrillers, $6 Titles",https://www.goodreads.com/book/show/39128772-the-black-echo?from_search=true&from_srp=true&qid=BXB6sRenae&rank=2,https://www.amazon.com/The-Black-Echo-Michael-Connelly-audiobook/dp/B001BACYFM/ref=sr_1_1?dchild=1&keywords=The+Black+Echo%3A+Harry+Bosch+Series%2C+Book+1+Michael+Connelly&qid=1633878353&s=audible&sr=1-1&tag=listenerslist-20,4.09,172969,,,,,,,,
Don't Let Go,,Harlan Coben,https://www.audible.com/pd/Dont-Let-Go-Audiobook/B074TRQCCR?ref=a_ep_vital-_c10_lProduct_1_16&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51ew-ievZWL._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/34001659-don-t-let-go?from_search=true&from_srp=true&qid=hgUoGSuRQd&rank=2,https://www.amazon.com/Dont-Let-Go-Harlan-Coben-audiobook/dp/B074TT2GVY/ref=sr_1_1?dchild=1&keywords=Don-t+Let+Go+Harlan+Coben&qid=1633878356&s=audible&sr=1-1&tag=listenerslist-20,4.05,53800,,,,,,,,
Suspect,,Robert Crais,https://www.audible.com/pd/Suspect-Audiobook/B00AWCBWIU?ref=a_ep_vital-_c10_lProduct_1_17&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/512oaEnvV9L._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/15755201-suspect?from_search=true&from_srp=true&qid=kRb4a6wcBq&rank=1,https://www.amazon.com/Suspect-Robert-Crais-audiobook/dp/B00AWCGEY2/ref=sr_1_1?dchild=1&keywords=Suspect+Robert+Crais&qid=1633878358&s=audible&sr=1-1&tag=listenerslist-20,4.17,22178,,,,,,,,
"The Black Ice: Harry Bosch Series, Book 2",,Michael Connelly,https://www.audible.com/pd/The-Black-Ice-Harry-Bosch-Series-Book-2-Audiobook/B002VAEK76?ref=a_ep_vital-_c10_lProduct_1_18&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51w5zylA3PL._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/44419731-el-hielo-negro-the-black-ice-harry-bosch-series-book-2?from_search=true&from_srp=true&qid=9L9CPePxzC&rank=1,https://www.amazon.com/The-Black-Ice-Michael-Connelly-audiobook/dp/B001BACYFW/ref=sr_1_1?dchild=1&keywords=The+Black+Ice%3A+Harry+Bosch+Series%2C+Book+2+Michael+Connelly&qid=1633878360&s=audible&sr=1-1&tag=listenerslist-20,4.09,70671,,,,,,,,
Innocence,A Novel,Dean Koontz,https://www.audible.com/pd/Innocence-Audiobook/B00GV20Q1E?ref=a_ep_vital-_c10_lProduct_1_19&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/61sTZom2qNL._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/17797381-innocence?from_search=true&from_srp=true&qid=idBNxMJudK&rank=3,https://www.amazon.com/Innocence-Dean-Koontz-audiobook/dp/B00GV12OZQ/ref=sr_1_1?dchild=1&keywords=Innocence+Dean+Koontz&qid=1633878362&s=audible&sr=1-1&tag=listenerslist-20,3.72,22794,,,,,,,,
Shelter in Place,,Nora Roberts,https://www.audible.com/pd/Shelter-in-Place-Audiobook/B079P67584?ref=a_ep_vital-_c10_lProduct_1_20&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51DU0WL7M3L._SL500_.jpg,"Mysteries & Thrillers, $6 Titles",https://www.goodreads.com/book/show/36425796-shelter-in-place?from_search=true&from_srp=true&qid=ShFYJKhRJ4&rank=1,https://www.amazon.com/Shelter-in-Place-Nora-Roberts-audiobook/dp/B079NNNRM4/ref=sr_1_1?dchild=1&keywords=Shelter+in+Place+Nora+Roberts&qid=1633878364&s=audible&sr=1-1&tag=listenerslist-20,4.24,34166,,,,,,,,
The Kill Artist,,Daniel Silva,https://www.audible.com/pd/The-Kill-Artist-Audiobook/B0089CAZ6K?ref=a_ep_vital-_c10_lProduct_1_21&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51DG9rWCzyL._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/93794.The_Kill_Artist?from_search=true&from_srp=true&qid=NyLCbssozU&rank=1,https://www.amazon.com/The-Kill-Artist-Daniel-Silva-audiobook/dp/B0089JSTUM/ref=sr_1_1?dchild=1&keywords=The+Kill+Artist+Daniel+Silva&qid=1633878367&s=audible&sr=1-1&tag=listenerslist-20,4.02,63868,,,,,,,,
The Power of the Dog,,Don Winslow,https://www.audible.com/pd/The-Power-of-the-Dog-Audiobook/B002V0QCP4?ref=a_ep_vital-_c10_lProduct_1_22&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51DiM8aV2WL._SL500_.jpg,"Mysteries & Thrillers, Sci-Fi & Fantasy,  Kids & Teens, $7 Titles",https://www.goodreads.com/book/show/206236.The_Power_of_the_Dog?from_search=true&from_srp=true&qid=trD426jibn&rank=1,https://www.amazon.com/The-Power-of-Dog-Don-Winslow-audiobook/dp/B001BC2O78/ref=sr_1_1?dchild=1&keywords=The+Power+of+the+Dog+Don+Winslow&qid=1633878369&s=audible&sr=1-1&tag=listenerslist-20,4.35,34342,,,,,,,,
Plum Island: Booktrack Edition,,Nelson DeMille,https://www.audible.com/pd/Plum-Island-Audiobook/B00482T0D4?ref=a_ep_vital-_c10_lProduct_1_23&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/516GDyOFVTL._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/56306189-plum-island?from_search=true&from_srp=true&qid=aW8rxEaMLV&rank=1,https://www.amazon.com/Plum-Island-Booktrack-Edition/dp/B096YFNPLX/ref=sr_1_1?dchild=1&keywords=Plum+Island%3A+Booktrack+Edition+Nelson+DeMille&qid=1633878371&s=audible&sr=1-1&tag=listenerslist-20,4.0,1,,,,,,,,
First to Kill,,Andrew Peterson,https://www.audible.com/pd/First-to-Kill-Audiobook/B002V00ZXY?ref=a_ep_vital-_c10_lProduct_1_24&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51uzXzGsueL._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/6630751-first-to-kill?from_search=true&from_srp=true&qid=CPJHaOngqp&rank=1,https://www.amazon.com/First-to-Kill-Andrew-Peterson-audiobook/dp/B002AC5HT0/ref=sr_1_1?dchild=1&keywords=First+to+Kill+Andrew+Peterson&qid=1633878373&s=audible&sr=1-1&tag=listenerslist-20,4.08,15015,,,,,,,,
White Lies,,Lucy Dawson,https://www.audible.com/pd/White-Lies-Audiobook/B07BLZ2PC5?ref=a_ep_vital-_c10_lProduct_1_25&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51Qy3fvsUsL._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/38317916-white-lies?from_search=true&from_srp=true&qid=S0aFiiJD63&rank=1,https://www.amazon.com/White-Lies-Lucy-Dawson-audiobook/dp/B07BLZCVRK/ref=sr_1_1?dchild=1&keywords=White+Lies+Lucy+Dawson&qid=1633878376&s=audible&sr=1-1&tag=listenerslist-20,3.91,6497,,,,,,,,
The Whole Truth,,David Baldacci,https://www.audible.com/pd/The-Whole-Truth-Audiobook/B002VA9OFO?ref=a_ep_vital-_c10_lProduct_1_26&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51D8lPSc-lL._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/2260637.The_Whole_Truth?from_search=true&from_srp=true&qid=VrelA20Mkb&rank=1,https://www.amazon.com/The-Whole-Truth-David-Baldacci-audiobook/dp/B001B2MY1E/ref=sr_1_1?dchild=1&keywords=The+Whole+Truth+David+Baldacci&qid=1633878378&s=audible&sr=1-1&tag=listenerslist-20,4.03,35332,,,,,,,,
Iron Lake,"Cork O'Connor, Book 1",William Kent Krueger,https://www.audible.com/pd/Iron-Lake-Audiobook/B003N8VD0C?ref=a_ep_vital-_c10_lProduct_1_27&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51DjI7kSGLL._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/175828.Iron_Lake?from_search=true&from_srp=true&qid=V0psoWXBzi&rank=2,https://www.amazon.com/Iron-Lake-William-Kent-Krueger-audiobook/dp/B003NGXOQ0/ref=sr_1_1?dchild=1&keywords=Iron+Lake+William+Kent+Krueger&qid=1633878380&s=audible&sr=1-1&tag=listenerslist-20,3.94,27358,,,,,,,,
Cop Town,,Karin Slaughter,https://www.audible.com/pd/Cop-Town-Audiobook/B00J8MPW0O?ref=a_ep_vital-_c10_lProduct_1_28&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51vRnM3LgnL._SL500_.jpg,"Mysteries & Thrillers, $6 Titles",https://www.goodreads.com/book/show/18594594-cop-town?from_search=true&from_srp=true&qid=yY5w0NHJAz&rank=1,https://www.amazon.com/Cop-Town-Karin-Slaughter-audiobook/dp/B00J8LIBYY/ref=sr_1_1?dchild=1&keywords=Cop+Town+Karin+Slaughter&qid=1633878382&s=audible&sr=1-1&tag=listenerslist-20,3.9,27403,,,,,,,,
The Deep Dark Descending,,Allen Eskens,https://www.audible.com/pd/The-Deep-Dark-Descending-Audiobook/B075RC87KZ?ref=a_ep_vital-_c10_lProduct_1_29&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/516ZGFwk+IL._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/33946362-the-deep-dark-descending?from_search=true&from_srp=true&qid=FzcXwXkU3x&rank=1,https://www.amazon.com/The-Deep-Dark-Descending-audiobook/dp/B075RBSRT6/ref=sr_1_1?dchild=1&keywords=The+Deep+Dark+Descending+Allen+Eskens&qid=1633878385&s=audible&sr=1-1&tag=listenerslist-20,3.92,5866,,,,,,,,
The Sweetness at the Bottom of the Pie,A Flavia de Luce Mystery,Alan Bradley,https://www.audible.com/pd/The-Sweetness-at-the-Bottom-of-the-Pie-Audiobook/B002V5CSM0?ref=a_ep_vital-_c10_lProduct_1_30&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/512wl+DwuWL._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/40605285-the-sweetness-at-the-bottom-of-the-pie?from_search=true&from_srp=true&qid=iBaL6Mdrcm&rank=2,https://www.amazon.com/Sweetness-Bottom-Pie-Flavia-Mystery/dp/B00282MRZE/ref=sr_1_1?dchild=1&keywords=The+Sweetness+at+the+Bottom+of+the+Pie+Alan+Bradley&qid=1633878388&s=audible&sr=1-1&tag=listenerslist-20,3.82,160663,,,,,,,,
Before He Finds Her,,Michael Kardos,https://www.audible.com/pd/Before-He-Finds-Her-Audiobook/B00QL83K3O?ref=a_ep_vital-_c10_lProduct_1_31&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/513P19S95KL._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/22536839-before-he-finds-her?from_search=true&from_srp=true&qid=dSkSzS25YT&rank=1,https://www.amazon.com/Before-He-Finds-Her-audiobook/dp/B00QL8XHNM/ref=sr_1_1?dchild=1&keywords=Before+He+Finds+Her+Michael+Kardos&qid=1633878390&s=audible&sr=1-1&tag=listenerslist-20,3.73,4597,,,,,,,,
"The Cold, Cold Ground","Detective Sean Duffy, Book 1",Adrian McKinty,https://www.audible.com/pd/The-Cold-Cold-Ground-Audiobook/B006VY36EQ?ref=a_ep_vital-_c10_lProduct_1_32&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/61tU7Go2taL._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/13008754-the-cold-cold-ground?from_search=true&from_srp=true&qid=QO01rGIJoy&rank=1,https://www.amazon.com/The-Cold-Cold-Ground-audiobook/dp/B006W5VX80/ref=sr_1_1?dchild=1&keywords=The+Cold%2C+Cold+Ground+Adrian+McKinty&qid=1633878392&s=audible&sr=1-1&tag=listenerslist-20,3.93,10721,,,,,,,,
One Perfect Lie,,Lisa Scottoline,https://www.audible.com/pd/One-Perfect-Lie-Audiobook/B01NCZVBDT?ref=a_ep_vital-_c10_lProduct_1_33&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51eN6GyJUGL._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/29939066-one-perfect-lie?from_search=true&from_srp=true&qid=U40N7OCDeR&rank=1,https://www.amazon.com/One-Perfect-Lie-Lisa-Scottoline-audiobook/dp/B01NBYGHRC/ref=sr_1_1?dchild=1&keywords=One+Perfect+Lie+Lisa+Scottoline&qid=1633878395&s=audible&sr=1-1&tag=listenerslist-20,3.78,27515,,,,,,,,
The Killer Next Door,,Alex Marwood,https://www.audible.com/pd/The-Killer-Next-Door-Audiobook/B00MNZWTEU?ref=a_ep_vital-_c10_lProduct_1_34&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/61lc2ouii4L._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/18716296-the-killer-next-door?from_search=true&from_srp=true&qid=D2OjwCxf2V&rank=1,https://www.amazon.com/The-Killer-Next-Door-Alex-Marwood-audiobook/dp/B00MNZJEAW/ref=sr_1_1?dchild=1&keywords=The+Killer+Next+Door+Alex+Marwood&qid=1633878397&s=audible&sr=1-1&tag=listenerslist-20,3.65,8433,,,,,,,,
The Memory Watcher,,Minka Kent,https://www.audible.com/pd/The-Memory-Watcher-Audiobook/B06XP7GBFY?ref=a_ep_vital-_c10_lProduct_1_35&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51X2nF8EE-L._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/33828876-the-memory-watcher?from_search=true&from_srp=true&qid=edSEalFRJY&rank=1,https://www.amazon.com/The-Memory-Watcher-Minka-Kent-audiobook/dp/B06XPLMH2P/ref=sr_1_1?dchild=1&keywords=The+Memory+Watcher+Minka+Kent&qid=1633878400&s=audible&sr=1-1&tag=listenerslist-20,3.96,14956,,,,,,,,
A Dark Lure,,Loreth Anne White,https://www.audible.com/pd/A-Dark-Lure-Audiobook/B016V47XKS?ref=a_ep_vital-_c10_lProduct_1_36&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51a4L1sT8HL._SL500_.jpg,"Mysteries & Thrillers, $6 Titles",https://www.goodreads.com/book/show/25316313-a-dark-lure?from_search=true&from_srp=true&qid=OVhvNzepP8&rank=3,https://www.amazon.com/A-Dark-Lure-Loreth-Anne-White-audiobook/dp/B016V48050/ref=sr_1_1?dchild=1&keywords=A+Dark+Lure+Loreth+Anne+White&qid=1633878402&s=audible&sr=1-1&tag=listenerslist-20,4.19,31713,,,,,,,,
Long Range,,C. J. Box,https://www.audible.com/pd/Long-Range-Audiobook/1980021813?ref=a_ep_vital-_c10_lProduct_1_37&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51cRjpzPyJL._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/51288193-long-range?from_search=true&from_srp=true&qid=GUMDXTh835&rank=1,https://www.amazon.com/Long-Range-C-J-Box-audiobook/dp/B07ZJTW2XX/ref=sr_1_1?dchild=1&keywords=Long+Range+C.+J.+Box&qid=1633878404&s=audible&sr=1-1&tag=listenerslist-20,4.41,13323,,,,,,,,
When You See Me: A Novel,"A D.D. Warren and Flora Dane Novel, Book 11",Lisa Gardner,https://www.audible.com/pd/When-You-See-Me-A-Novel-Audiobook/1799751554?ref=a_ep_vital-_c10_lProduct_1_38&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51MFGgfuopL._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/45735479-when-you-see-me?from_search=true&from_srp=true&qid=u8REvn3Orq&rank=1,https://www.amazon.com/When-You-See-Me-Novel-audiobook/dp/B07Y8VZKV3/ref=sr_1_1?dchild=1&keywords=When+You+See+Me%3A+A+Novel+Lisa+Gardner&qid=1633878407&s=audible&sr=1-1&tag=listenerslist-20,4.26,21425,,,,,,,,
The Prettiest One,A Thriller,James Hankins,https://www.audible.com/pd/The-Prettiest-One-Audiobook/B015RP2AN2?ref=a_ep_vital-_c10_lProduct_1_39&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51MZc2GSmQL._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/25104491-the-prettiest-one?from_search=true&from_srp=true&qid=PqGQ7afXeX&rank=3,https://www.amazon.com/The-Prettiest-One-James-Hankins-audiobook/dp/B015TLZN60/ref=sr_1_1?dchild=1&keywords=The+Prettiest+One+James+Hankins&qid=1633878409&s=audible&sr=1-1&tag=listenerslist-20,3.67,12016,,,,,,,,
Envy,,Sandra Brown,https://www.audible.com/pd/Envy-Audiobook/B002V9Z0VC?ref=a_ep_vital-_c10_lProduct_1_40&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/51VCiW78fpL._SL500_.jpg,"Mysteries & Thrillers, $6 Titles",https://www.goodreads.com/book/show/76179.Envy?from_search=true&from_srp=true&qid=Dvb8htSibT&rank=1,https://www.amazon.com/Envy-Sandra-Brown-audiobook/dp/B00005QTHE/ref=sr_1_1?dchild=1&keywords=Envy+Sandra+Brown&qid=1633878411&s=audible&sr=1-1&tag=listenerslist-20,4.17,19379,,,,,,,,
Silent Lies,,Kathryn Croft,https://www.audible.com/pd/Silent-Lies-Audiobook/B076Y1HV29?ref=a_ep_vital-_c10_lProduct_1_41&pf_rd_p=20e38a83-689d-4cc0-921a-080c0bf6a1e0&pf_rd_r=0DV24NMNR2JG2Y3J7PZ9,https://m.media-amazon.com/images/I/41HP8dJwGyL._SL500_.jpg,"Mysteries & Thrillers, $5 Titles",https://www.goodreads.com/book/show/36100257-silent-lies?from_search=true&from_srp=true&qid=UkojjZkcqP&rank=1,https://www.amazon.com/Silent-Lies-Kathryn-Croft-audiobook/dp/B076Y1QD5N/ref=sr_1_1?dchild=1&keywords=Silent+Lies+Kathryn+Croft&qid=1633878413&s=audible&sr=1-1&tag=listenerslist-20,3.8,3162,,,,,,,,
